timestamp,ICMP loss,ICMP ping,ICMP response time,U_ Bits_ received,U_ Bits_ sent,U_ Duplex_ status,U_Inbound_ packets_ discarded,U_ Inbound_ packets_ with _errors,U_Interface_ type,U_ Operational_ status,U_Outbound_ packets_ with_ errors,U_Outbound_ packets_ discarded,U_ Speed,B1_Bits_ received,B1_Bits_ sent,B1_ Duplex _status,B1_ Inbound_ packets_ discarded,B1_Inbound_ packets_ with_ errors,B1_ Interface_ type,B1_Operational_ status,B1_Outbound_ packets_ with_ errors,B1_ Outbound_ packets_ discarded,B1_Speed,P1_ Bits_ received,P1_Bits _sent,P1_ Duplex_ status,P1_ Inbound_ packets_ discarded,P1_Inbound _packets_ with_ errors,P1_ Interface_ type,P1_Operational _status,P1_ Outbound_ packets_ discarded,P1_ Outbound _packets_ with_ errors,P1_Speed,SNMP agent availability,Uptime (network),class,Device_name,Hop_to_server,Hop_to_core,downstream_dependents,path_up
1760265180,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,0,371,H,CORE-R1,2,0,12,1
1760266200,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,371,H,CORE-R1,2,0,12,1
1760266260,100,0,0,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,98,H,CORE-R1,2,0,12,1
1760266320,0,1,0.034766667,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,126,H,CORE-R1,2,0,12,1
1760266380,0,1,0.016866667,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,185,H,CORE-R1,2,0,12,1
1760266440,0,1,0.019866667,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,2,0,0,6,1,0,0,10000000,-1,-1,3,0,0,6,1,0,0,100000000,1,246,H,CORE-R1,2,0,12,1
1760266500,0,1,0.020533333,28120,5440,2,0,0,6,1,0,0,10000000,6072,28768,2,0,0,6,1,0,0,10000000,2424,2536,3,0,0,6,1,0,0,100000000,1,306,H,CORE-R1,2,0,12,1
1760266560,0,1,0.502333333,475291,17547,2,0,0,6,1,0,0,10000000,10000,83043,2,0,0,6,1,0,0,10000000,11880,383149,3,0,0,6,1,0,0,100000000,1,366,H,CORE-R1,2,0,12,1
1760266620,0,1,0.0597,922461,29653,2,0,0,6,1,0,0,10000000,13928,137317,2,0,0,6,1,0,0,10000000,21336,763763,3,0,0,6,1,0,0,100000000,1,427,H,CORE-R1,2,0,12,1
1760266680,100,0,0,1369632,41760,2,0,0,6,1,7,0,10000000,17856,191592,2,0,0,6,1,3,0,10000000,30792,1144376,3,0,0,6,1,0,0,100000000,1,490,F,CORE-R1,2,0,12,1
1760266740,100,0,0,2118664,42725,2,0,0,6,1,0,0,10000000,24560,370789,2,0,0,6,1,0,0,10000000,35067,1424173,3,0,0,6,1,0,0,100000000,1,595,F,CORE-R1,2,0,12,1
1760266800,100,0,0,2867696,43691,2,0,0,6,1,0,0,10000000,31264,549987,2,0,0,6,1,0,0,10000000,39341,1703971,3,0,0,6,1,0,0,100000000,1,607,F,CORE-R1,2,0,12,1
1760266860,100,0,0,3616728,44656,2,0,0,6,1,0,0,10000000,37968,729184,2,0,0,6,1,74,0,10000000,43616,1983768,3,0,0,6,1,0,0,100000000,1,607,F,CORE-R1,2,0,12,1
1760266920,100,0,0,3084144,45229,2,0,0,6,1,46,0,10000000,29915,508011,2,0,0,6,1,0,0,10000000,43995,1975149,3,0,0,6,1,0,0,100000000,1,673,F,CORE-R1,2,0,12,1
1760266980,100,0,0,2551560,45803,2,0,0,6,1,0,0,10000000,21861,286837,2,0,0,6,1,0,0,10000000,44373,1966531,3,0,0,6,1,0,0,100000000,1,787,F,CORE-R1,2,0,12,1
1760267040,100,0,0,2018976,46376,2,0,0,6,1,10,0,10000000,13808,65664,2,0,0,6,1,0,0,10000000,44752,1957912,3,0,0,6,1,0,0,100000000,1,850,F,CORE-R1,2,0,12,1
1760267100,100,0,0,1877528,45316,2,0,0,6,1,0,0,10000000,18160,126776,2,0,0,6,1,0,0,10000000,42713,1973567,3,0,0,6,1,0,0,100000000,1,915,H,CORE-R1,2,0,12,1
1760267160,100,0,0,1736080,44256,2,0,0,6,1,0,0,10000000,22512,187888,2,0,0,6,1,0,0,10000000,40675,1989222,3,0,0,6,1,0,0,100000000,1,968,H,CORE-R1,2,0,12,1
1760267220,100,0,0,1594632,43196,2,0,0,6,1,0,0,10000000,26864,249000,2,0,0,6,1,0,0,10000000,38636,2004878,3,0,0,6,1,0,0,100000000,1,968,H,CORE-R1,2,0,12,1
1760267280,100,0,0,1453184,42136,2,0,0,6,1,0,0,10000000,25624,285773,2,0,0,6,1,0,0,10000000,36597,2020533,3,0,0,6,1,0,0,100000000,1,968,H,CORE-R1,2,0,12,1
1760267340,100,0,0,1311736,41076,2,0,0,6,1,0,0,10000000,24384,322547,2,0,0,6,1,0,0,10000000,34559,2036188,3,0,0,6,1,0,0,100000000,1,968,H,CORE-R1,2,0,12,1
1760267400,100,0,0,1170288,40016,2,0,0,6,1,16,0,10000000,23144,359320,2,0,0,6,1,0,0,10000000,32520,2051843,3,0,0,6,1,0,0,100000000,1,1215,F,CORE-R1,2,0,12,1
1760267460,100,0,0,2814568,43890,2,0,0,6,1,0,0,10000000,21963,377962,2,0,0,6,1,0,0,10000000,37566,2067498,3,0,0,6,1,0,0,100000000,1,1298,F,CORE-R1,2,0,12,1
1760267520,100,0,0,4458848,47764,2,0,0,6,1,0,0,10000000,20781,396604,2,0,0,6,1,0,0,10000000,42612,2083154,3,0,0,6,1,0,0,100000000,1,1328,F,CORE-R1,2,0,12,1
1760267580,100,0,0,6103128,51638,2,0,0,6,1,0,0,10000000,19600,415246,2,0,0,6,1,0,0,10000000,47658,2098809,3,0,0,6,1,0,0,100000000,1,1396,F,CORE-R1,2,0,12,1
1760267640,100,0,0,4910747,55512,2,0,0,6,1,25,0,10000000,20475,433888,2,0,0,6,1,1,0,10000000,52704,2114464,3,0,0,6,1,0,0,100000000,1,1448,F,CORE-R1,2,0,12,1
1760267700,100,0,0,3718365,59276,2,0,0,6,1,0,0,10000000,21349,417600,2,0,0,6,1,0,0,10000000,58228,2067788,3,0,0,6,1,0,0,100000000,1,1508,F,CORE-R1,2,0,12,1
1760267760,100,0,0,2525984,63040,2,0,0,6,1,46,0,10000000,22224,401312,2,0,0,6,1,0,0,10000000,63752,2021112,3,0,0,6,1,0,0,100000000,1,1568,F,CORE-R1,2,0,12,1
1760267820,100,0,0,2479099,57336,2,0,0,6,1,0,0,10000000,21453,385853,2,0,0,6,1,0,0,10000000,56491,2025901,3,0,0,6,1,0,0,100000000,1,1628,H,CORE-R1,2,0,12,1
1760267880,100,0,0,2432213,51632,2,0,0,6,1,0,0,10000000,20683,370395,2,0,0,6,1,0,0,10000000,49229,2030691,3,0,0,6,1,0,0,100000000,1,1687,H,CORE-R1,2,0,12,1
1760267940,100,0,0,2385328,45928,2,0,0,6,1,17,0,10000000,19912,354936,2,0,0,6,1,0,0,10000000,41968,2035480,3,0,0,6,1,0,0,100000000,1,1750,F,CORE-R1,2,0,12,1
1760268000,100,0,0,2374176,46093,2,0,0,6,1,0,0,10000000,20072,356851,2,0,0,6,1,0,0,10000000,41792,2022384,3,0,0,6,1,0,0,100000000,1,1809,F,CORE-R1,2,0,12,1
1760268060,100,0,0,2363024,46259,2,0,0,6,1,0,0,10000000,20232,358765,2,0,0,6,1,0,0,10000000,41616,2009288,3,0,0,6,1,0,0,100000000,1,1868,F,CORE-R1,2,0,12,1
1760268120,100,0,0,2351872,46424,2,0,0,6,1,18,0,10000000,20392,360680,2,0,0,6,1,0,0,10000000,41440,1996192,3,0,0,6,1,0,0,100000000,1,1931,F,CORE-R1,2,0,12,1
1760268180,100,0,0,2248333,46107,2,0,0,6,1,0,0,10000000,19445,342576,2,0,0,6,1,0,0,10000000,41267,1911296,3,0,0,6,1,0,0,100000000,1,1988,H,CORE-R1,2,0,12,1
1760268240,100,0,0,2144795,45789,2,0,0,6,1,0,0,10000000,18499,324472,2,0,0,6,1,0,0,10000000,41093,1826400,3,0,0,6,1,0,0,100000000,1,2047,H,CORE-R1,2,0,12,1
1760268300,100,0,0,2041256,45472,2,0,0,6,1,14,0,10000000,17552,306368,2,0,0,6,1,0,0,10000000,40920,1741504,3,0,0,6,1,0,0,100000000,1,2108,F,CORE-R1,2,0,12,1
1760268360,100,0,0,2051701,45304,2,0,0,6,1,0,0,10000000,17629,311979,2,0,0,6,1,0,0,10000000,40853,1745392,3,0,0,6,1,0,0,100000000,1,2169,F,CORE-R1,2,0,12,1
1760268420,100,0,0,2062147,45136,2,0,0,6,1,0,0,10000000,17707,317589,2,0,0,6,1,0,0,10000000,40787,1749280,3,0,0,6,1,0,0,100000000,1,2229,F,CORE-R1,2,0,12,1
1760268480,100,0,0,2072592,44968,2,0,0,6,1,15,0,10000000,17784,323200,2,0,0,6,1,0,0,10000000,40720,1753168,3,0,0,6,1,0,0,100000000,1,2289,F,CORE-R1,2,0,12,1
1760268540,100,0,0,2263525,45061,2,0,0,6,1,0,0,10000000,18437,335485,2,0,0,6,1,0,0,10000000,40971,1934605,3,0,0,6,1,0,0,100000000,1,2348,H,CORE-R1,2,0,12,1
1760268600,100,0,0,2454459,45155,2,0,0,6,1,0,0,10000000,19091,347771,2,0,0,6,1,0,0,10000000,41221,2116043,3,0,0,6,1,0,0,100000000,1,2412,H,CORE-R1,2,0,12,1
1760268660,100,0,0,2645392,45248,2,0,0,6,1,20,0,10000000,19744,360056,2,0,0,6,1,0,0,10000000,41472,2297480,3,0,0,6,1,0,0,100000000,1,2475,F,CORE-R1,2,0,12,1
1760268720,100,0,0,2752187,47499,2,0,0,6,1,0,0,10000000,24405,363099,2,0,0,6,1,0,0,10000000,41488,2388736,3,0,0,6,1,0,0,100000000,1,2563,F,CORE-R1,2,0,12,1
1760268780,100,0,0,2858981,49749,2,0,0,6,1,0,0,10000000,29067,366141,2,0,0,6,1,0,0,10000000,41504,2479992,3,0,0,6,1,0,0,100000000,1,2587,F,CORE-R1,2,0,12,1
1760268840,100,0,0,2965776,52000,2,0,0,6,1,20,0,10000000,33728,369184,2,0,0,6,1,0,0,10000000,41520,2571248,3,0,0,6,1,0,0,100000000,1,2652,F,CORE-R1,2,0,12,1
1760268900,100,0,0,3060440,50933,2,0,0,6,1,0,0,10000000,33016,393181,2,0,0,6,1,0,0,10000000,41464,2634933,3,0,0,6,1,0,0,100000000,1,2712,F,CORE-R1,2,0,12,1
1760268960,100,0,0,3155104,49867,2,0,0,6,1,0,0,10000000,32304,417179,2,0,0,6,1,0,0,10000000,41408,2698619,3,0,0,6,1,0,0,100000000,1,2766,F,CORE-R1,2,0,12,1
1760269020,100,0,0,3249768,48800,2,0,0,6,1,33,0,10000000,31592,441176,2,0,0,6,1,6,0,10000000,41352,2762304,3,0,0,6,1,0,0,100000000,1,2827,F,CORE-R1,2,0,12,1
1760269080,100,0,0,3156755,49232,2,0,0,6,1,0,0,10000000,32280,413400,2,0,0,6,1,0,0,10000000,41059,2757173,3,0,0,6,1,0,0,100000000,1,2892,F,CORE-R1,2,0,12,1
1760269140,100,0,0,3063741,49664,2,0,0,6,1,0,0,10000000,32968,385624,2,0,0,6,1,0,0,10000000,40765,2752043,3,0,0,6,1,0,0,100000000,1,2946,F,CORE-R1,2,0,12,1
1760269200,100,0,0,2970728,50096,2,0,0,6,1,28,0,10000000,33656,357848,2,0,0,6,1,0,0,10000000,40472,2746912,3,0,0,6,1,0,0,100000000,1,3007,F,CORE-R1,2,0,12,1
1760269260,100,0,0,2956704,47968,2,0,0,6,1,0,0,10000000,29965,274325,2,0,0,6,1,0,0,10000000,40611,2686779,3,0,0,6,1,0,0,100000000,1,3073,F,CORE-R1,2,0,12,1
1760269320,100,0,0,2942680,45840,2,0,0,6,1,0,0,10000000,26275,190803,2,0,0,6,1,0,0,10000000,40749,2626645,3,0,0,6,1,0,0,100000000,1,3127,H,CORE-R1,2,0,12,1
1760269380,100,0,0,2928656,43712,2,0,0,6,1,27,0,10000000,22584,107280,2,0,0,6,1,2,0,10000000,40888,2566512,3,0,0,6,1,0,0,100000000,1,3192,H,CORE-R1,2,0,12,1
1760269440,100,0,0,3058920,44016,2,0,0,6,1,0,0,10000000,22949,193779,2,0,0,6,1,0,0,10000000,41120,2628720,3,0,0,6,1,0,0,100000000,1,3265,H,CORE-R1,2,0,12,1
1760269500,66.66666667,1,0.881,3189184,44320,2,0,0,6,1,0,0,10000000,23315,280277,2,0,0,6,1,0,0,10000000,41352,2690928,3,0,0,6,1,0,0,100000000,1,3306,H,CORE-R1,2,0,12,1
1760269560,100,0,0,3319448,44624,2,0,0,6,1,31,0,10000000,23680,366776,2,0,0,6,1,17,0,10000000,41584,2753136,3,0,0,6,1,0,0,100000000,1,3371,H,CORE-R1,2,0,12,1
1760269620,100,0,0,3164061,43837,2,0,0,6,1,0,0,10000000,17472,256267,2,0,0,6,1,0,0,10000000,41736,2776051,3,0,0,6,1,0,0,100000000,1,3457,H,CORE-R1,2,0,12,1
1760269680,100,0,0,3008675,43051,2,0,0,6,1,0,0,10000000,11264,145757,2,0,0,6,1,0,0,10000000,41888,2798965,3,0,0,6,1,0,0,100000000,1,3486,H,CORE-R1,2,0,12,1
1760269740,100,0,0,2853288,42264,2,0,0,6,1,2,0,10000000,5056,35248,2,0,0,6,1,0,0,10000000,42040,2821880,3,0,0,6,1,0,0,100000000,1,3547,H,CORE-R1,2,0,12,1
1760269800,100,0,0,2940307,42803,2,0,0,6,1,0,0,10000000,8960,83429,2,0,0,6,1,0,0,10000000,41819,2838701,3,0,0,6,1,0,0,100000000,1,3610,H,CORE-R1,2,0,12,1
1760269860,100,0,0,3027325,43341,2,0,0,6,1,0,0,10000000,12864,131611,2,0,0,6,1,0,0,10000000,41597,2855523,3,0,0,6,1,0,0,100000000,1,3665,H,CORE-R1,2,0,12,1
1760269920,100,0,0,3114344,43880,2,0,0,6,1,17,0,10000000,16768,179792,2,0,0,6,1,5,0,10000000,41376,2872344,3,0,0,6,1,0,0,100000000,1,3727,H,CORE-R1,2,0,12,1
1760269980,100,0,0,3102419,45240,2,0,0,6,1,0,0,10000000,18971,214331,2,0,0,6,1,0,0,10000000,41632,2839400,3,0,0,6,1,0,0,100000000,1,3787,H,CORE-R1,2,0,12,1
1760270040,100,0,0,3090493,46600,2,0,0,6,1,0,0,10000000,21173,248869,2,0,0,6,1,0,0,10000000,41888,2806456,3,0,0,6,1,0,0,100000000,1,3846,H,CORE-R1,2,0,12,1
1760270100,100,0,0,3078568,47960,2,0,0,6,1,25,0,10000000,23376,283408,2,0,0,6,1,2,0,10000000,42144,2773512,3,0,0,6,1,0,0,100000000,1,3907,H,CORE-R1,2,0,12,1
1760270160,100,0,0,3160043,46331,2,0,0,6,1,0,0,10000000,21120,283725,2,0,0,6,1,0,0,10000000,42189,2832189,3,0,0,6,1,0,0,100000000,1,3966,H,CORE-R1,2,0,12,1
1760270220,100,0,0,3241517,44701,2,0,0,6,1,0,0,10000000,18864,284043,2,0,0,6,1,0,0,10000000,42235,2890867,3,0,0,6,1,0,0,100000000,1,4026,H,CORE-R1,2,0,12,1
1760270280,100,0,0,3322992,43072,2,0,0,6,1,24,0,10000000,16608,284360,2,0,0,6,1,7,0,10000000,42280,2949544,3,0,0,6,1,0,0,100000000,1,4087,H,CORE-R1,2,0,12,1
1760270340,66.66666667,1,0.968,3292189,42171,2,0,0,6,1,0,0,10000000,11605,190096,2,0,0,6,1,0,0,10000000,42357,3044024,3,0,0,6,1,0,0,100000000,1,4146,H,CORE-R1,2,0,12,1
1760270400,100,0,0,3261387,41269,2,0,0,6,1,0,0,10000000,6603,95832,2,0,0,6,1,0,0,10000000,42435,3138504,3,0,0,6,1,0,0,100000000,1,4213,H,CORE-R1,2,0,12,1
1760270460,100,0,0,3230584,40368,2,0,0,6,1,0,0,10000000,1600,1568,2,0,0,6,1,0,0,10000000,42512,3232984,3,0,0,6,1,0,0,100000000,1,4268,H,CORE-R1,2,0,12,1
1760270520,100,0,0,3141784,39389,2,0,0,6,1,0,0,10000000,1813,1992,2,0,0,6,1,0,0,10000000,41416,3144920,3,0,0,6,1,0,0,100000000,1,4327,H,CORE-R1,2,0,12,1
1760270580,100,0,0,3052984,38411,2,0,0,6,1,0,0,10000000,2027,2416,2,0,0,6,1,0,0,10000000,40320,3056856,3,0,0,6,1,0,0,100000000,1,4387,H,CORE-R1,2,0,12,1
1760270640,100,0,0,2964184,37432,2,0,0,6,1,0,0,10000000,2240,2840,2,0,0,6,1,0,0,10000000,39224,2968792,3,0,0,6,1,0,0,100000000,1,4447,H,CORE-R1,2,0,12,1
1760270700,100,0,0,2731720,37707,2,0,0,6,1,0,0,10000000,2061,2451,2,0,0,6,1,0,0,10000000,39616,2735011,3,0,0,6,1,0,0,100000000,1,4507,H,CORE-R1,2,0,12,1
1760270760,100,0,0,2499256,37981,2,0,0,6,1,0,0,10000000,1883,2061,2,0,0,6,1,0,0,10000000,40008,2501229,3,0,0,6,1,0,0,100000000,1,4567,H,CORE-R1,2,0,12,1
1760270820,100,0,0,2266792,38256,2,0,0,6,1,0,0,10000000,1704,1672,2,0,0,6,1,0,0,10000000,40400,2267448,3,0,0,6,1,0,0,100000000,1,4627,H,CORE-R1,2,0,12,1
1760270880,100,0,0,2063803,37840,2,0,0,6,1,0,0,10000000,1755,1939,2,0,0,6,1,0,0,10000000,39664,2064469,3,0,0,6,1,0,0,100000000,1,4687,H,CORE-R1,2,0,12,1
1760270940,100,0,0,1860813,37424,2,0,0,6,1,0,0,10000000,1805,2205,2,0,0,6,1,0,0,10000000,38928,1861491,3,0,0,6,1,0,0,100000000,1,4747,H,CORE-R1,2,0,12,1
1760271000,100,0,0,1657824,37008,2,0,0,6,1,0,0,10000000,1856,2472,2,0,0,6,1,0,0,10000000,38192,1658512,3,0,0,6,1,0,0,100000000,1,4807,H,CORE-R1,2,0,12,1
1760271060,100,0,0,1696307,37013,2,0,0,6,1,0,0,10000000,1768,2163,2,0,0,6,1,0,0,10000000,38400,1697333,3,0,0,6,1,0,0,100000000,1,4867,H,CORE-R1,2,0,12,1
1760271120,100,0,0,1734789,37019,2,0,0,6,1,0,0,10000000,1680,1853,2,0,0,6,1,0,0,10000000,38608,1736155,3,0,0,6,1,0,0,100000000,1,4926,H,CORE-R1,2,0,12,1
1760271180,100,0,0,1773272,37024,2,0,0,6,1,0,0,10000000,1592,1544,2,0,0,6,1,0,0,10000000,38816,1774976,3,0,0,6,1,0,0,100000000,1,4987,H,CORE-R1,2,0,12,1
1760271240,100,0,0,1734291,36843,2,0,0,6,1,0,0,10000000,1661,1693,2,0,0,6,1,0,0,10000000,38552,1736048,3,0,0,6,1,0,0,100000000,1,5046,H,CORE-R1,2,0,12,1
1760271300,100,0,0,1695309,36661,2,0,0,6,1,0,0,10000000,1731,1843,2,0,0,6,1,0,0,10000000,38288,1697120,3,0,0,6,1,0,0,100000000,1,5107,H,CORE-R1,2,0,12,1
1760271360,100,0,0,1656328,36480,2,0,0,6,1,0,0,10000000,1800,1992,2,0,0,6,1,0,0,10000000,38024,1658192,3,0,0,6,1,0,0,100000000,1,5167,H,CORE-R1,2,0,12,1
1760271420,100,0,0,1667840,36877,2,0,0,6,1,0,0,10000000,1771,1867,2,0,0,6,1,0,0,10000000,38541,1669835,3,0,0,6,1,0,0,100000000,1,5227,H,CORE-R1,2,0,12,1
1760271480,100,0,0,1679352,37275,2,0,0,6,1,0,0,10000000,1741,1741,2,0,0,6,1,0,0,10000000,39059,1681477,3,0,0,6,1,0,0,100000000,1,5287,H,CORE-R1,2,0,12,1
1760271540,0,1,0.336933333,1690864,37672,2,0,0,6,1,0,0,10000000,1712,1616,2,0,0,6,1,0,0,10000000,39576,1693120,3,0,0,6,1,0,0,100000000,1,5347,H,CORE-R1,2,0,12,1
1760271600,100,0,0,1633728,36136,2,0,0,6,1,0,0,10000000,1659,1584,2,0,0,6,1,0,0,10000000,38037,1635960,3,0,0,6,1,0,0,100000000,1,5407,H,CORE-R1,2,0,12,1
1760271660,100,0,0,1576592,34600,2,0,0,6,1,0,0,10000000,1605,1552,2,0,0,6,1,0,0,10000000,36499,1578800,3,0,0,6,1,0,0,100000000,1,5466,H,CORE-R1,2,0,12,1
1760271720,100,0,0,1519456,33064,2,0,0,6,1,0,0,10000000,1552,1520,2,0,0,6,1,0,0,10000000,34960,1521640,3,0,0,6,1,0,0,100000000,0,5527,H,CORE-R1,2,0,12,1
1760295600,0,0,0,1356561,71932,2,0,0,6,1,0,0,10000000,68007,791105,2,0,0,6,1,0,0,10000000,22287,162599,3,0,0,6,1,0,0,100000000,1,5527,H,CORE-R1,2,0,12,1
1760295660,100,0,0,1356152,72030,2,0,0,6,1,0,0,10000000,68174,793089,2,0,0,6,1,0,0,10000000,22255,159184,3,0,0,6,1,0,0,100000000,0,5527,H,CORE-R1,2,0,12,1
1760295720,0,1,0.050266667,1355742,72128,2,0,0,6,1,0,0,10000000,68341,795073,2,0,0,6,1,0,0,10000000,22223,155769,3,0,0,6,1,0,0,100000000,1,135,H,CORE-R1,2,0,12,1
1760295780,0,1,0.0254,1355333,72225,2,0,0,6,1,0,0,10000000,68508,797056,2,0,0,6,1,0,0,10000000,22191,152355,3,0,0,6,1,0,0,100000000,1,158,H,CORE-R1,2,0,12,1
1760295840,0,1,0.031533333,1354924,72323,2,0,0,6,1,0,0,10000000,68675,799040,2,0,0,6,1,0,0,10000000,22160,148940,3,0,0,6,1,0,0,100000000,1,218,H,CORE-R1,2,0,12,1
1760295900,0,1,0.045833333,1354515,72421,2,0,0,6,1,0,0,10000000,68842,801024,2,0,0,6,1,0,0,10000000,22128,145525,3,0,0,6,1,0,0,100000000,1,278,H,CORE-R1,2,0,12,1
1760295960,0,1,0.1809,1354105,72518,2,0,0,6,1,0,0,10000000,69009,803008,2,0,0,6,1,0,0,10000000,22096,142111,3,0,0,6,1,0,0,100000000,1,339,F,CORE-R1,2,0,12,1
1760296020,0,1,0.028,1353696,72616,2,0,0,6,1,15,0,10000000,69176,804992,2,0,0,6,1,35,0,10000000,22064,138696,3,0,0,6,1,0,0,100000000,1,398,F,CORE-R1,2,0,12,1
1760296080,0,1,0.029333333,1756325,83421,2,0,0,6,1,0,0,10000000,81541,853123,2,0,0,6,1,0,0,10000000,15635,93435,3,0,0,6,1,0,0,100000000,1,458,F,CORE-R1,2,0,12,1
1760296140,0,1,0.030366667,2158955,94227,2,0,0,6,1,0,0,10000000,93907,901253,2,0,0,6,1,0,0,10000000,9205,48173,3,0,0,6,1,0,0,100000000,1,518,H,CORE-R1,2,0,12,1
1760296200,0,1,0.022466667,2561584,105032,2,0,0,6,1,0,0,10000000,106272,949384,2,0,0,6,1,135,0,10000000,2776,2912,3,0,0,6,1,0,0,100000000,1,578,H,CORE-R1,2,0,12,1
1760296260,0,1,0.018066667,1997181,90813,2,0,0,6,1,0,0,10000000,91576,843187,2,0,0,6,1,0,0,10000000,3328,7677,3,0,0,6,1,0,0,100000000,1,638,H,CORE-R1,2,0,12,1
1760296320,0,1,0.030666667,1432779,76595,2,0,0,6,1,0,0,10000000,76880,736989,2,0,0,6,1,0,0,10000000,3880,12443,3,0,0,6,1,0,0,100000000,1,698,H,CORE-R1,2,0,12,1
1760296380,0,1,0.021466667,868376,62376,2,0,0,6,1,0,0,10000000,62184,630792,2,0,0,6,1,19,0,10000000,4432,17208,3,0,0,6,1,0,0,100000000,1,759,H,CORE-R1,2,0,12,1
1760296440,0,1,0.036533333,674216,51965,2,0,0,6,1,0,0,10000000,52285,516299,2,0,0,6,1,0,0,10000000,3848,12408,3,0,0,6,1,0,0,100000000,1,819,H,CORE-R1,2,0,12,1
1760296500,0,1,0.026933333,480056,41555,2,0,0,6,1,0,0,10000000,42387,401805,2,0,0,6,1,0,0,10000000,3264,7608,3,0,0,6,1,0,0,100000000,1,878,H,CORE-R1,2,0,12,1
1760296560,0,1,0.026466667,285896,31144,2,0,0,6,1,0,0,10000000,32488,287312,2,0,0,6,1,0,0,10000000,2680,2808,3,0,0,6,1,0,0,100000000,1,938,H,CORE-R1,2,0,12,1
